Y,X
28.683074555622007,2.621780831931537
64.59599395335886,6.655000144869414
51.207379110654024,5.123957592679836
40.72791558981241,4.190609389379256
14.609502460035989,1.0921304830970557
15.184767352692512,1.0919616423534184
10.137161611338081,0.4065852851773962
59.050826965547266,6.063233020424546
42.061752136928966,4.207805082202461
49.106815357566326,4.956508044572319
7.212225258337629,0.14409146007061713
66.43307179586532,6.78936896513396
56.91412616665953,5.827098485602952
18.890631405844754,1.486373774747933
16.55205048339538,1.2727747704497043
17.523129111299223,1.2838315689740367
23.465208212573522,2.129695700716764
37.731993046233214,3.6732950214256648
31.820428021321135,3.0236151304948105
21.883920884344523,2.0386039813862933
43.84285264457448,4.282970263056656
14.049168493258525,0.9764570245642928
23.410226314361207,2.0450125397465273
27.84620899412743,2.564532903055842
32.31703826362285,3.1924898895192513
54.045440244994495,5.496231729751095
17.236733759449898,1.3977164751085183
36.594492350835914,3.599641068895281
42.16083212664266,4.146901982034297
8.330426858174395,0.32515288903998407
45.16151157100115,4.252813963310069
15.917597605131206,1.1936688658110408
9.355800748795374,0.4553611508969566
64.70534293119384,6.642198760773333
63.916046868398205,6.7594242315219155
55.90251905588783,5.658781436815228
24.25089766786338,2.132296384213595
13.61658529488747,0.6837047980446871
47.914319705484765,4.789631185585098
33.03115444792849,3.081067456177209
12.653697025515822,0.8542676439134518
35.027467299390494,3.4662383707788913
8.30929964477378,0.24071964780652877
63.03911836365004,6.365242814551475
22.094170787844114,1.8114598712001184
45.829516459506124,4.637655990477874
26.040592104568987,2.1819775326258766
36.362434271409796,3.6404761482446757
40.02960469242689,3.8269719554029575
18.83628632391818,1.2939811886786892
65.0932952240365,6.78709239435191
53.267070142147446,5.425929763527802
64.28808468363155,6.576492590949324
60.87064742282568,6.263791452993542
41.11703523403223,4.185299851677596
63.146639781262394,6.453119645161818
9.512723915544822,0.6194475143634365
17.82051276304133,1.3718800369340163
6.929894967130095,0.31659102237376646
27.04574524310319,2.2773123153428503
28.70341595810113,2.720741027826374
21.77292748554977,1.8994432224172715
58.023980293941214,5.801162564063505
26.24459526526217,2.497273286855125
22.92633404490912,1.9665415678116653
40.496995993252085,3.798872582107739
12.27074293884882,0.9864695748233385
55.72304364603679,5.615378865278277
9.956573346073984,0.5218545057583958
67.9556998776099,6.908208556203621
52.414469754811336,5.405713385076602
16.198631323568584,1.3910097707392068
5.8698349444038485,0.038654819865216794
56.67105466588774,5.708229999183839
49.78250551274576,4.94800140693332
51.27389979607918,5.103050176286911
52.91000711963609,5.39889242680162
9.897066756408694,0.5183125621386325
27.876413371587855,2.509260099809908
11.585399332056804,0.811083416675908
61.24129034130715,6.041723981129155
44.74161491104793,4.363086887792905
24.655272068514247,2.3162861739685443
9.66072967665332,0.44490845200216544
23.617204597859395,2.1768762520096354
26.27363389142752,2.2762832541872293
52.123784814305445,5.107243248366449
44.345438377026724,4.462902299486492
61.8577789115529,6.210489198034286
35.162321212139304,3.305504476133645
13.356497654107496,0.8371597215681119
51.83121457770264,4.992713510560965
52.68406994686167,5.325495340318282
39.60672728252077,3.9289403829864735
52.68141790751182,5.396770259681927
35.29331228599118,3.456569174550735
37.855066541651524,3.6591298056739583
32.27623613140527,2.9927871285098475
6.878095784208016,0.17793388720866632
12.624343149614203,0.7552399889531312
