Y,X1,X2,X3
1.0,0.29510209870604687,0.7512002647427729,0.03382941543761864
1.0,0.014299376426160304,0.8593273037463514,0.9252457122978766
1.0,0.05668276030447883,0.7412530435877676,-0.7448431113172695
1.0,0.7925704080197757,0.20900269337784994,0.25867157253157735
0.0,0.3999823813349759,-0.998000108978339,-0.1575451202328495
1.0,0.42859420374226986,0.3583017555208272,-0.9868049651765323
1.0,0.43467676418280154,0.7336576475761882,-0.9522963830676043
1.0,-0.5543610756342778,0.7767769979549328,0.5227320642429187
1.0,-0.6496909533519539,0.5850439655007504,0.8503499251745095
1.0,-0.08631702332383795,-0.36198678654367233,-0.022498531894334706
0.0,0.8574768630771246,-0.8468417647405815,-0.741438860613016
1.0,-0.9802282259191031,0.7080849201541053,-0.6561833682680849
1.0,-0.8201556106320929,0.7226121786022064,-0.7576443985174113
1.0,0.7004005357098531,-0.2907067759160573,0.17613396541237258
0.0,-0.028757882209869967,-0.5602361589167957,-0.41386655873261957
0.0,0.7536711838975505,-0.5575433049327345,-0.6281151370120619
0.0,-0.3853321222696584,-0.6027840412483467,-0.2543268965225902
1.0,-0.22406890767716425,-0.5062238333633222,0.12025981534965924
0.0,0.16289148588189617,-0.9259807925405747,-0.23853470980416125
1.0,-0.7726256389683699,-0.9374025144893112,0.7513208142129151
1.0,0.535760369598381,0.7211153603813771,-0.291264234921901
1.0,-0.3748679203939864,0.8742411774787995,0.16757613404923566
1.0,0.29202091950457,0.2533784698539805,0.05330045526641336
0.0,-0.9346021660079182,0.3985972868099321,-0.8524477221172819
1.0,-0.6672088461365993,0.5572699896438646,0.23975193499929714
1.0,-0.13939393522950816,0.3036164076191852,-0.1966432506211817
1.0,-0.5443870599854184,0.28053772223355633,0.5710757299205147
1.0,0.9326149321754234,-0.6494314784726114,0.1143521765050024
0.0,0.8098788172130833,-0.7005861284389017,-0.48841790064817947
1.0,0.7313258261330144,0.41044081527645293,-0.857225175168767
1.0,-0.9356744352514423,0.9690051863803952,-0.6769712465826825
1.0,0.5989955015207438,-0.9661644016141757,0.4569897875190083
1.0,0.8123110232214066,0.7225882294358699,-0.058120477419554506
1.0,0.40786666150799844,0.37707011578867355,0.46292076369057034
1.0,-0.5405751066361186,0.5093718495144812,-0.6746653867036441
1.0,-0.1771288017265995,0.5655233179664731,-0.8269755596734341
1.0,0.9572879231709976,-0.5059567833718719,0.17756389867890499
1.0,-0.34190807985956106,-0.6191882667941349,0.14412579777983892
1.0,0.19105814304529756,0.07835728982595502,0.3484211503658894
1.0,0.07169268178144206,0.03676612117566491,0.42111181973682044
1.0,-0.07780808888622825,-0.37114347392823355,0.7027808535913962
1.0,-0.5484006761633378,0.9190477054055537,0.5732301343427211
1.0,0.841105932387693,0.8601303380794003,-0.43415304023101986
1.0,0.2216456836580467,-0.017601534805584462,-0.4524313167266554
0.0,-0.5598161568328723,-0.021549468987861697,-0.5078907655381271
1.0,-0.9214308004887137,-0.8455538066409096,0.3262124567427189
1.0,0.0957791554684635,-0.2600211743471088,-0.3306887835189609
1.0,-0.819626565756576,-0.8244106519774574,0.44787497196351667
1.0,0.6361365601043545,0.9357655951217254,0.140853943092486
1.0,0.36713916234921173,0.7481312007291054,-0.1037441529045926
1.0,0.871655980404549,-0.02346951927614871,0.28289119574392485
1.0,-0.8201778741287498,0.5116560877820939,-0.33952643215169287
1.0,-0.9732847783561351,-0.3965921935857051,0.14726830830285498
1.0,-0.5677751116286542,0.46212120783420385,-0.6934359081988304
1.0,-0.2325851740913889,-0.7915578142742459,0.9585076499430132
0.0,0.47506734765213054,-0.5629405398559773,-0.8475216921301245
1.0,-0.4898914683961444,-0.5961473289133334,0.6732570605938413
1.0,-0.4892029777948512,0.438724912198045,0.022477131320419508
0.0,-0.5221395642616768,-0.978989236126006,-0.40422242160142696
1.0,-0.7869579822433079,-0.4247331361465847,0.10837212301818999
0.0,-0.6354488133180336,0.7465036464751256,-0.8427402651057547
1.0,0.7858646664318643,-0.6146446032213975,0.7877720796976226
1.0,-0.8805251986154923,0.5991656885918124,0.11185925790466134
1.0,-0.6680729625395425,0.8026680481890454,-0.7566871736964726
0.0,-0.9259750119650809,-0.9939253462545996,0.47168078191806617
1.0,0.4017068905140182,-0.4434459529321948,0.11152133781772111
1.0,0.993299327899754,-0.14456200358356885,-0.27960183410022776
0.0,-0.7779456224110735,0.32010637585508106,-0.808536925185622
1.0,0.44911418256968916,0.1429835126269947,-0.23538309440311878
1.0,-0.3251732147863624,-0.5585253519795699,0.7359250158653499
1.0,-0.6463446985253396,-0.8281994406989566,0.42325663918424494
1.0,0.8837357547835909,0.43621861286192254,0.4208473347616488
1.0,0.9518689793545934,-0.7031897751726333,0.11296233112664944
1.0,0.5295317161258386,-0.852478198168189,0.7917913353406367
0.0,-0.19490996731755938,-0.7098293664041282,-0.5862707227395825
1.0,-0.1639764599166189,0.790089864197864,0.5612189037201512
1.0,0.2899549507849879,0.42308639955553207,-0.4150039963349199
1.0,-0.9286320536139234,0.1723746332348055,0.9967152010563316
1.0,-0.7306370910572384,0.8552008095342662,-0.8583570835422487
1.0,0.2695494878183049,-0.443679457554113,0.6618354267594007
1.0,0.8611022250109035,0.7673975152725281,-0.7653761946422015
0.0,0.900845122119631,0.19860765567094507,-0.9850432229691282
0.0,0.12667943310146912,-0.8413142211655926,-0.8142883491760171
1.0,-0.5759377595626174,0.20649281057933577,0.894294186427069
1.0,0.08184410192552827,-0.39287334807394836,0.7846522705848336
